pathway_id,from_stop_id,to_stop_id,facility_id,pathway_mode,is_bidirectional,length,wheelchair_length,traversal_time,wheelchair_traversal_time,stair_count,max_slope,pathway_name,pathway_code,signposted_as,instructions
aport-050,node-931-platform,node-931-bridge,931,5,0,,,,60,,,Bottom of Elevator 931 to Top of Elevator 931,931.0000000,Top of Elevator 931,
aport-051,node-932-platform,node-932-bridge,932,5,0,,,,60,,,Bottom of Elevator 932 to Top of Elevator 932,932.0000000,Top of Elevator 932,
aport-052,node-931-bridge,node-931-platform,931,5,0,,,,60,,,Top of Elevator 931 to Bottom of Elevator 931,931.0000000,Bottom of Elevator 931,
aport-053,node-932-bridge,node-932-platform,932,5,0,,,,60,,,Top of Elevator 932 to Bottom of Elevator 932,932.0000000,Bottom of Elevator 932,
aport-054,door-aport-buses,7097,,1,0,8.6258400,8.6258400,,,,,"Airport - Buses, Airport to Silver Line (South Station)",,South Station,
aport-055,door-aport-buses,7096,,1,0,23.8658400,23.8658400,,,,,"Airport - Buses, Airport to Silver Line (Chelsea)",,Chelsea,
aport-056,7097,door-aport-buses,,1,0,8.6258400,8.6258400,,,,,"Silver Line (South Station) to Airport - Buses, Airport",,"Airport - Buses, Airport",
aport-057,7096,door-aport-buses,,1,0,23.8658400,23.8658400,,,,,"Silver Line (Chelsea) to Airport - Buses, Airport",,"Airport - Buses, Airport",
aport-058,node-aport-ebpaidstairs-platform,node-aport-ebpaidstairs-bridge,,2,0,,,,,36,,"Bottom of stairs on Wonderland, Busway side to Top of stairs on Wonderland, Busway side",,"Top of stairs on Wonderland, Busway side",
aport-059,node-aport-ebpaidstairs-bridge,node-aport-ebpaidstairs-platform,,2,0,,,,,-36,,"Top of stairs on Wonderland, Busway side to Bottom of stairs on Wonderland, Busway side",,"Bottom of stairs on Wonderland, Busway side",
aport-060,node-aport-wbpaidstairs-platform,node-aport-ebpaidstairs-bridge,,2,0,,,,,34,,"Bottom of stairs on Bowdoin, Brement Street side to Top of stairs on Wonderland, Busway side",,"Top of stairs on Wonderland, Busway side",
aport-061,node-aport-ebpaidstairs-bridge,node-aport-wbpaidstairs-platform,,2,0,,,,,-34,,"Top of stairs on Wonderland, Busway side to Bottom of stairs on Bowdoin, Brement Street side",,"Bottom of stairs on Bowdoin, Brement Street side",
aport-062,door-aport-bremen,node-aport-bremenstairs-lobby,,1,0,3.9624000,3.9624000,,,,,Airport - Bremen St to Bottom of stairs on unpaid Brement Street side,,Bottom of stairs on unpaid Brement Street side,
aport-063,door-aport-bremen,node-955-lobby,,1,0,15.2400000,15.2400000,,,,,Airport - Bremen St to Bottom of Elevator 955,,Bottom of Elevator 955,
aport-064,node-aport-bremenstairs-lobby,door-aport-bremen,,1,0,3.9624000,3.9624000,,,,,Bottom of stairs on unpaid Brement Street side to Airport - Bremen St,,Airport - Bremen St,
aport-065,node-955-lobby,door-aport-bremen,,1,0,15.2400000,15.2400000,,,,,Bottom of Elevator 955 to Airport - Bremen St,,Airport - Bremen St,
aport-066,node-aport-bremenstairs-lobby,node-aport-bremenstairs-bridge,,2,0,,,,,32,,Bottom of stairs on unpaid Brement Street side to Top of stairs on unpaid Bremen Street side,,Top of stairs on unpaid Bremen Street side,
aport-067,node-aport-bremenstairs-bridge,node-aport-bremenstairs-lobby,,2,0,,,,,-32,,Top of stairs on unpaid Bremen Street side to Bottom of stairs on unpaid Brement Street side,,Bottom of stairs on unpaid Brement Street side,
aport-068,node-955-lobby,node-955-bridge,955,5,0,,,,60,,,Bottom of Elevator 955 to Top of Elevator 955,955.0000000,Top of Elevator 955,
aport-069,node-955-bridge,node-955-lobby,955,5,0,,,,60,,,Top of Elevator 955 to Bottom of Elevator 955,955.0000000,Bottom of Elevator 955,
aport-070,node-aport-bremenstairs-bridge,node-aport-buswaystairs-bridge,,1,0,51.5112000,51.5112000,,,,,Top of stairs on unpaid Bremen Street side to Top of stairs on unpaid Busway side,,Top of stairs on unpaid Busway side,
aport-071,node-aport-buswaystairs-bridge,node-aport-bremenstairs-bridge,,1,0,51.5112000,51.5112000,,,,,Top of stairs on unpaid Busway side to Top of stairs on unpaid Bremen Street side,,Top of stairs on unpaid Bremen Street side,
aport-072,node-955-bridge,node-956-bridge,,1,0,45.1104000,45.1104000,,,,,Top of Elevator 955 to Top of Elevator 956,,Top of Elevator 956,
aport-073,node-956-bridge,node-955-bridge,,1,0,45.1104000,45.1104000,,,,,Top of Elevator 956 to Top of Elevator 955,,Top of Elevator 955,
aport-074,node-956-bridge,node-aport-bremenstairs-bridge,,1,0,43.8912000,43.8912000,,,,,Top of Elevator 956 to Top of stairs on unpaid Bremen Street side,,Top of stairs on unpaid Bremen Street side,
aport-075,node-aport-bremenstairs-bridge,node-956-bridge,,1,0,43.8912000,43.8912000,,,,,Top of stairs on unpaid Bremen Street side to Top of Elevator 956,,Top of Elevator 956,
aport-076,node-955-bridge,node-aport-buswaystairs-bridge,,1,0,52.4256000,52.4256000,,,,,Top of Elevator 955 to Top of stairs on unpaid Busway side,,Top of stairs on unpaid Busway side,
aport-077,node-aport-buswaystairs-bridge,node-955-bridge,,1,0,52.4256000,52.4256000,,,,,Top of stairs on unpaid Busway side to Top of Elevator 955,,Top of Elevator 955,
aport-078,door-aport-buses,node-aport-buswaystairs-lobby,,1,0,13.1064000,13.1064000,,,,,"Airport - Buses, Airport to Bottom of stairs on unpaid Busway side",,Bottom of stairs on unpaid Busway side,
aport-079,door-aport-buses,node-956-lobby,,1,0,22.5552000,22.5552000,,,,,"Airport - Buses, Airport to Bottom of Elevator 956",,Bottom of Elevator 956,
aport-080,node-aport-buswaystairs-lobby,door-aport-buses,,1,0,13.1064000,13.1064000,,,,,"Bottom of stairs on unpaid Busway side to Airport - Buses, Airport",,"Airport - Buses, Airport",
aport-081,node-956-lobby,door-aport-buses,,1,0,22.5552000,22.5552000,,,,,"Bottom of Elevator 956 to Airport - Buses, Airport",,"Airport - Buses, Airport",
aport-082,node-aport-buswaystairs-lobby,node-aport-buswaystairs-bridge,,2,0,,,,,26,,Bottom of stairs on unpaid Busway side to Top of stairs on unpaid Busway side,,Top of stairs on unpaid Busway side,
aport-083,node-aport-buswaystairs-bridge,node-aport-buswaystairs-lobby,,2,0,,,,,-26,,Top of stairs on unpaid Busway side to Bottom of stairs on unpaid Busway side,,Bottom of stairs on unpaid Busway side,
aport-084,node-956-lobby,node-956-bridge,956,5,0,,,,60,,,Bottom of Elevator 956 to Top of Elevator 956,956.0000000,Top of Elevator 956,
aport-085,node-956-bridge,node-956-lobby,956,5,0,,,,60,,,Top of Elevator 956 to Bottom of Elevator 956,956.0000000,Bottom of Elevator 956,
aport-086,node-409-platform,70047,,1,0,15.2095200,15.2095200,,,,,Bottom of Escalator 409 to Blue Line (Bowdoin),,Inbound to Government Center,
aport-087,70047,node-410-platform,,1,0,10.6680000,10.6680000,,,,,Blue Line (Bowdoin) to Bottom of Escalator 410,,Bottom of Escalator 410,
aport-088,node-408-platform,70048,,1,0,27.0357600,27.0357600,,,,,Bottom of Escalator 408 to Blue Line (Wonderland),,Outbound to Wonderland,
aport-089,70048,node-407-platform,,1,0,27.0357600,27.0357600,,,,,Blue Line (Wonderland) to Bottom of Escalator 407,,Bottom of Escalator 407,
aport-090,node-409-platform,node-aport-bremen-farepaid,,1,0,25.8775200,25.8775200,,,,,Bottom of Escalator 409 to Paid side of fare gates,,Paid side of fare gates,
aport-091,node-aport-bremen-farepaid,node-410-platform,,1,0,25.8775200,25.8775200,,,,,Paid side of fare gates to Bottom of Escalator 410,,Bottom of Escalator 410,
aport-092,node-408-platform,node-aport-buses-farepaid,,1,0,5.1206400,5.1206400,,,,,Bottom of Escalator 408 to Paid side of fare gates,,Paid side of fare gates,
aport-093,node-aport-buses-farepaid,node-407-platform,,1,0,5.1206400,5.1206400,,,,,Paid side of fare gates to Bottom of Escalator 407,,Bottom of Escalator 407,
aport-094,node-410-bridge,node-408-bridge,,1,0,32.8879200,32.8879200,,,,,Top of Escalator 410 to Top of Escalator 408,,Top of Escalator 408,
aport-095,node-aport-wbpaidstairs-bridge,node-408-bridge,,1,0,32.8879200,32.8879200,,,,,"Top of stairs on Bowdoin, Bremen Street side to Top of Escalator 408",,Top of Escalator 408,
aport-096,node-410-bridge,node-aport-ebpaidstairs-bridge,,1,0,32.8879200,32.8879200,,,,,"Top of Escalator 410 to Top of stairs on Wonderland, Busway side",,"Top of stairs on Wonderland, Busway side",
aport-097,node-407-bridge,node-409-bridge,,1,0,32.8879200,32.8879200,,,,,Top of Escalator 407 to Top of Escalator 409,,Top of Escalator 409,
aport-098,node-aport-ebpaidstairs-bridge,node-409-bridge,,1,0,32.8879200,32.8879200,,,,,"Top of stairs on Wonderland, Busway side to Top of Escalator 409",,Top of Escalator 409,
aport-099,node-407-bridge,node-aport-wbpaidstairs-bridge,,1,0,32.8879200,32.8879200,,,,,"Top of Escalator 407 to Top of stairs on Bowdoin, Bremen Street side",,"Top of stairs on Bowdoin, Bremen Street side",
armnl-000,70156,door-armnl-arltw,,1,0,,,89,,,,Green Line (Park Street & North) to Arlington - Arlington St (West),,Arlington - Arlington St (West),
armnl-001,70156,door-armnl-arlte,,1,0,,,89,,,,Green Line (Park Street & North) to Arlington - Arlington St (East),,Arlington - Arlington St (East),
armnl-002,70156,door-armnl-garden,,1,0,,,129,,,,Green Line (Park Street & North) to Arlington - Public Garden ,,Arlington - Public Garden ,
armnl-003,70156,door-armnl-elevator,,1,0,,,82,152,,,"Green Line (Park Street & North) to Arlington - Elevator, Boylston St",,"Arlington - Elevator, Boylston St",
armnl-004,70157,door-armnl-arltw,,1,0,,,78,,,,Green Line (Copley & West) to Arlington - Arlington St (West),,Arlington - Arlington St (West),
armnl-005,70157,door-armnl-arlte,,1,0,,,78,,,,Green Line (Copley & West) to Arlington - Arlington St (East),,Arlington - Arlington St (East),
armnl-006,70157,door-armnl-garden,,1,0,,,118,,,,Green Line (Copley & West) to Arlington - Public Garden ,,Arlington - Public Garden ,
armnl-007,70157,door-armnl-elevator,,1,0,,,74,152,,,"Green Line (Copley & West) to Arlington - Elevator, Boylston St",,"Arlington - Elevator, Boylston St",
armnl-008,door-armnl-arltw,70156,,1,0,64.3128000,0.0000000,81,,,,Arlington - Arlington St (West) to Green Line (Park Street & North),,Lechmere via Park,
armnl-009,door-armnl-arlte,70156,,1,0,64.3128000,0.0000000,81,,,,Arlington - Arlington St (East) to Green Line (Park Street & North),,Lechmere via Park,
armnl-010,door-armnl-garden,70156,,1,0,120.3960000,0.0000000,121,,,,Arlington - Public Garden  to Green Line (Park Street & North),,Lechmere via Park,
armnl-011,door-armnl-elevator,70156,,1,0,,,74,162,,,"Arlington - Elevator, Boylston St to Green Line (Park Street & North)",,Lechmere via Park,
armnl-012,door-armnl-arltw,70157,,1,0,49.3776000,0.0000000,70,,,,Arlington - Arlington St (West) to Green Line (Copley & West),,"Boston College, Cleveland Circle, Riverside & Heath St. via Copley",
armnl-013,door-armnl-arlte,70157,,1,0,49.3776000,0.0000000,70,,,,Arlington - Arlington St (East) to Green Line (Copley & West),,"Boston College, Cleveland Circle, Riverside & Heath St. via Copley",
armnl-014,door-armnl-garden,70157,,1,0,49.3776000,0.0000000,70,,,,Arlington - Public Garden  to Green Line (Copley & West),,"Boston College, Cleveland Circle, Riverside & Heath St. via Copley",
armnl-015,door-armnl-elevator,70157,,1,0,,,66,162,,,"Arlington - Elevator, Boylston St to Green Line (Copley & West)",,"Boston College, Cleveland Circle, Riverside & Heath St. via Copley",
armnl-020,70157,70156,,1,0,,,73,167,,,Green Line (Copley & West) to Green Line (Park Street & North),,Lechmere via Park,
armnl-021,70156,70157,,1,0,,,75,165,,,Green Line (Park Street & North) to Green Line (Copley & West),,"Boston College, Cleveland Circle, Riverside & Heath St. via Copley",
astao-000,door-astao-revol,node-astao-718-ground,,1,0,9.1440000,9.1440000,,,,,Assembly - Revolution Dr to Bottom of Elevator 718,,Elevator,
astao-001,node-astao-718-ground,door-astao-revol,,1,0,9.1440000,9.1440000,,,,,Bottom of Elevator 718 to Assembly - Revolution Dr,,Revolution Drive,
astao-002,door-astao-revol,node-astao-revdoorstair-ground,,1,0,3.6576000,3.6576000,,,,,Assembly - Revolution Dr to Bottom of stairs for Revolution Drive,,Orange Line - All trains,
astao-003,node-astao-revdoorstair-ground,door-astao-revol,,1,0,3.6576000,3.6576000,,,,,Bottom of stairs for Revolution Drive to Assembly - Revolution Dr,,Revolution Drive,
astao-004,node-astao-718-ground,node-astao-718-lobby,718,5,0,,,,40,,,Bottom of Elevator 718 to Top of Elevator 718,718.0000000,Lobby,
astao-005,node-astao-718-lobby,node-astao-718-ground,718,5,0,,,,40,,,Top of Elevator 718 to Bottom of Elevator 718,718.0000000,Street,
astao-006,node-astao-revdoorstair-ground,node-astao-revdoorstair-lobby,,2,0,,,,,33,,Bottom of stairs for Revolution Drive to Top of stairs for Revolution Drive,,Orange Line - All trains,
astao-007,node-astao-revdoorstair-lobby,node-astao-revdoorstair-ground,,2,0,,,,,-33,,Top of stairs for Revolution Drive to Bottom of stairs for Revolution Drive,,Revolution Drive,
astao-008,node-astao-718-lobby,node-astao-rev-fareunpaid,,1,0,9.7536000,9.7536000,,,,,Top of Elevator 718 to Unpaid side of fare gates,,Orange Line - All trains,
astao-009,node-astao-rev-fareunpaid,node-astao-718-lobby,,1,0,9.7536000,9.7536000,,,,,Unpaid side of fare gates to Top of Elevator 718,,Elevator,
astao-010,node-astao-revdoorstair-lobby,node-astao-rev-fareunpaid,,1,0,9.7536000,9.7536000,,,,,Top of stairs for Revolution Drive to Unpaid side of fare gates,,Orange Line - All trains,
astao-011,node-astao-rev-fareunpaid,node-astao-revdoorstair-lobby,,1,0,9.7536000,9.7536000,,,,,Unpaid side of fare gates to Top of stairs for Revolution Drive,,Revolution Drive,
astao-012,node-astao-rev-fareunpaid,node-astao-rev-farepaid,,6,0,,,,,,,Unpaid side of fare gates to Paid side of fare gates,,Enter - Fare gates,
astao-013,node-astao-rev-farepaid,node-astao-rev-fareunpaid,,7,0,,,,,,,Paid side of fare gates to Unpaid side of fare gates,,Exit - Fare gates,
astao-014,node-astao-rev-farepaid,node-astao-719-lobby,,1,0,9.1440000,9.1440000,,,,,Paid side of fare gates to Top of Elevator 719,,Elevator,
astao-015,node-astao-719-lobby,node-astao-rev-farepaid,,1,0,9.1440000,9.1440000,,,,,Top of Elevator 719 to Paid side of fare gates,,Revolution Drive,
astao-016,node-astao-rev-farepaid,node-astao-revplatstair-lobby,,1,0,9.1440000,9.1440000,,,,,Paid side of fare gates to Top of platform stairs for Revolution Drive,,Orange Line - All trains,
astao-017,node-astao-revplatstair-lobby,node-astao-rev-farepaid,,1,0,9.1440000,9.1440000,,,,,Top of platform stairs for Revolution Drive to Paid side of fare gates,,Revolution Drive,
astao-018,node-astao-719-lobby,node-astao-719-platform,719,5,0,,,,40,,,Top of Elevator 719 to Bottom of Elevator 719,719.0000000,Platform,
astao-019,node-astao-719-platform,node-astao-719-lobby,719,5,0,,,,40,,,Bottom of Elevator 719 to Top of Elevator 719,719.0000000,Lobby,
astao-020,node-astao-revplatstair-lobby,node-astao-revplatstair-platform,,2,0,,,,,-27,,Top of platform stairs for Revolution Drive to Bottom of platform stairs for Revolution Drive,,Orange Line - All trains,
astao-021,node-astao-revplatstair-platform,node-astao-revplatstair-lobby,,2,0,,,,,27,,Bottom of platform stairs for Revolution Drive to Top of platform stairs for Revolution Drive,,Revolution Drive,
astao-022,node-astao-719-platform,70278,,1,0,6.0960000,6.0960000,,,,,Bottom of Elevator 719 to Orange Line (Forest Hills),,Orange Line - Forest Hills,
astao-023,70278,node-astao-719-platform,,1,0,28.9560000,28.9560000,,,,,Orange Line (Forest Hills) to Bottom of Elevator 719,,"Revolution Drive, Elevator",
astao-024,node-astao-revplatstair-platform,70278,,1,0,6.0960000,6.0960000,,,,,Bottom of platform stairs for Revolution Drive to Orange Line (Forest Hills),,Orange Line - Forest Hills,
astao-025,70278,node-astao-revplatstair-platform,,1,0,28.9560000,28.9560000,,,,,Orange Line (Forest Hills) to Bottom of platform stairs for Revolution Drive,,Revolution Drive,
astao-026,node-astao-719-platform,70279,,1,0,6.0960000,6.0960000,,,,,Bottom of Elevator 719 to Orange Line (Oak Grove),,Orange Line - Oak Grove,
astao-027,70279,node-astao-719-platform,,1,0,28.9560000,28.9560000,,,,,Orange Line (Oak Grove) to Bottom of Elevator 719,,"Revolution Drive, Elevator",
astao-028,node-astao-revplatstair-platform,70279,,1,0,6.0960000,6.0960000,,,,,Bottom of platform stairs for Revolution Drive to Orange Line (Oak Grove),,Orange Line - Oak Grove,
astao-029,70279,node-astao-revplatstair-platform,,1,0,28.9560000,28.9560000,,,,,Orange Line (Oak Grove) to Bottom of platform stairs for Revolution Drive,,Revolution Drive,
astao-030,node-astao-717-platform,70278,,1,0,19.5072000,19.5072000,,,,,Bottom of Elevator 717 to Orange Line (Forest Hills),,Orange Line - Forest Hills,
astao-031,70278,node-astao-717-platform,,1,0,80.4672000,80.4672000,,,,,Orange Line (Forest Hills) to Bottom of Elevator 717,,"Foley Street, Elevator",
astao-032,node-astao-443-platform,70278,,1,0,12.8016000,12.8016000,,,,,Bottom of Escalator 443 to Orange Line (Forest Hills),,Orange Line - Forest Hills,
astao-033,70278,node-astao-443-platform,,1,0,73.7616000,73.7616000,,,,,Orange Line (Forest Hills) to Bottom of Escalator 443,,Foley Street,
astao-034,node-astao-folplatstair-platform,70278,,1,0,12.8016000,12.8016000,,,,,Bottom of platform stairs for Foley Street to Orange Line (Forest Hills),,Orange Line - Forest Hills,
astao-035,70278,node-astao-folplatstair-platform,,1,0,73.7616000,73.7616000,,,,,Orange Line (Forest Hills) to Bottom of platform stairs for Foley Street,,Foley Street,
astao-036,node-astao-717-platform,70279,,1,0,19.5072000,19.5072000,,,,,Bottom of Elevator 717 to Orange Line (Oak Grove),,Orange Line - Oak Grove,
astao-037,70279,node-astao-717-platform,,1,0,80.4672000,80.4672000,,,,,Orange Line (Oak Grove) to Bottom of Elevator 717,,"Foley Street, Elevator",
astao-038,node-astao-443-platform,70279,,1,0,12.8016000,12.8016000,,,,,Bottom of Escalator 443 to Orange Line (Oak Grove),,Orange Line - Oak Grove,
astao-039,70279,node-astao-443-platform,,1,0,73.7616000,73.7616000,,,,,Orange Line (Oak Grove) to Bottom of Escalator 443,,Foley Street,
astao-040,node-astao-folplatstair-platform,70279,,1,0,12.8016000,12.8016000,,,,,Bottom of platform stairs for Foley Street to Orange Line (Oak Grove),,Orange Line - Oak Grove,
astao-041,70279,node-astao-folplatstair-platform,,1,0,73.7616000,73.7616000,,,,,Orange Line (Oak Grove) to Bottom of platform stairs for Foley Street,,Foley Street,
astao-042,node-astao-717-platform,node-astao-717-lobby,717,5,0,,,,40,,,Bottom of Elevator 717 to Top of Elevator 717,717.0000000,Lobby,
astao-043,node-astao-717-lobby,node-astao-717-platform,717,5,0,,,,40,,,Top of Elevator 717 to Bottom of Elevator 717,717.0000000,Platform,
astao-044,node-astao-443-platform,node-astao-443-lobby,443,4,0,,,26,,,,Bottom of Escalator 443 to Top of Escalator 443,443.0000000,Foley Street,
